SpineBase;;;SpineMid;;;Neck;;;Head;;;ShoulderLeft;;;ElbowLeft;;;WristLeft;;;HandLeft;;;ShoulderRight;;;ElbowRight;;;WristRight;;;HandRight;;;HipLeft;;;KneeLeft;;;AnkleLeft;;;FootLeft;;;HipRight;;;KneeRight;;;AnkleRight;;;FootRight;;;SpineShoulder;;;HandTipLeft;;;ThumbLeft;;;HandTipRight;;;ThumbRight;;;
X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
0.3597206;0.0435665;4.179915;0.364921;0.3688546;4.152794;0.3679112;0.6879921;4.112881;0.368109;0.8293018;4.072455;0.1780184;0.5943142;4.152417;0.09399395;0.3359258;4.189899;0.1219998;0.1156171;4.156114;0.1346552;0.03338679;4.13023;0.5560689;0.5770451;4.116206;0.6265768;0.3180456;4.164002;0.6137522;0.05888399;4.100075;0.5846736;-0.002825062;4.086399;0.2709562;0.04169701;4.152863;0.2788766;-0.3342831;4.244938;0.3266447;-0.6868498;4.361872;0.3215278;-0.7645611;4.279312;0.4423935;0.04462776;4.135842;0.4587748;-0.3261795;4.081071;0.4614723;-0.6832251;4.248991;0.4616298;-0.7602111;4.185977;0.3674262;0.6091213;4.125192;0.1329883;-0.04539023;4.125219;0.1836324;0.02695341;4.101889;0.585624;-0.06827099;4.078767;0.6123284;-0.01284468;4.065105;
0.3577977;0.04232944;4.175671;0.362702;0.3670375;4.147156;0.3659516;0.6856731;4.106493;0.3671565;0.8288122;4.0705;0.1747291;0.5927528;4.148952;0.08970374;0.3286682;4.183124;0.119532;0.1083257;4.152391;0.1308371;0.02792613;4.125205;0.5532346;0.5760707;4.109094;0.6250015;0.315217;4.157906;0.6127186;0.05902994;4.097519;0.5827236;-5.222345E-05;4.074612;0.2692648;0.03983214;4.149022;0.278122;-0.3355249;4.242699;0.3277061;-0.6923374;4.355719;0.3211297;-0.7708015;4.273702;0.4402057;0.04408244;4.131096;0.4612391;-0.3206488;4.068838;0.4601011;-0.6829416;4.229404;0.4591731;-0.7592332;4.164426;0.3653646;0.6069075;4.118913;0.1516424;-0.05578043;4.129034;0.1762523;0.0302494;4.0947;0.5753443;-0.06720008;4.061914;0.6140205;-0.006401232;4.048923;
0.3562371;0.04259702;4.170565;0.3597906;0.3682716;4.140589;0.3616668;0.688078;4.098539;0.3660023;0.8295082;4.065739;0.1730424;0.5944505;4.14379;0.08733365;0.3255206;4.177248;0.1182518;0.1050976;4.149428;0.1295997;0.02439232;4.12061;0.5499882;0.5744271;4.101297;0.6236101;0.3170573;4.150977;0.6122507;0.05913251;4.09449;0.5864858;0.002644926;4.069278;0.268088;0.04011037;4.142473;0.277887;-0.3343053;4.238649;0.3277861;-0.691861;4.355605;0.3181069;-0.7708493;4.273637;0.4383903;0.04433937;4.127265;0.4611473;-0.32243;4.058182;0.4615365;-0.6832535;4.192525;0.4580078;-0.7709961;4.101563;0.3614318;0.6090006;4.111296;0.1591705;-0.0742837;4.143033;0.1749723;0.03914778;4.0911;0.5771996;-0.07020043;4.043911;0.6204825;-0.01244578;4.049546;
0.3568446;0.04274744;4.16512;0.3601109;0.3679977;4.134424;0.3618711;0.6872449;4.091796;0.3633637;0.8300916;4.056449;0.1699667;0.5928062;4.133678;0.08488623;0.3249588;4.172933;0.1140005;0.1044418;4.14314;0.126033;0.02649521;4.113702;0.549756;0.574116;4.094196;0.6207038;0.3134232;4.142694;0.6118638;0.05842571;4.0857;0.5863206;-0.001017996;4.056926;0.2685398;0.03993276;4.139044;0.2783151;-0.3356229;4.232125;0.3277843;-0.6901132;4.35462;0.314039;-0.7695847;4.272414;0.4391097;0.04496644;4.11956;0.4594096;-0.3256595;4.050846;0.4617561;-0.6841449;4.158541;0.4574355;-0.7706145;4.071037;0.361656;0.6083179;4.104683;0.1299094;-0.04569941;4.10737;0.171013;-0.00375504;4.08925;0.5837284;-0.06690007;4.043784;0.617461;-0.01271247;4.029;
0.3552368;0.04123352;4.154988;0.358336;0.3670166;4.125469;0.3601436;0.6866851;4.084098;0.3622142;0.8285196;4.047724;0.1676786;0.5919825;4.128301;0.08028844;0.3381761;4.159932;0.1120137;0.09756947;4.127357;0.1263583;0.01967783;4.105637;0.5474134;0.5719512;4.082787;0.6196136;0.3095167;4.131929;0.6112545;0.0573261;4.077649;0.5889275;-0.004162481;4.056976;0.2673527;0.03810894;4.129721;0.2784186;-0.335397;4.228177;0.3285218;-0.6896756;4.354055;0.3145061;-0.7694294;4.271391;0.4370828;0.04377786;4.109056;0.4581214;-0.3319484;4.046627;0.4603642;-0.7095025;4.104381;0.4570313;-0.7856445;4.003906;0.3599052;0.6076621;4.096668;0.1583822;-0.07953273;4.122532;0.1763652;0.02184736;4.077222;0.5849536;-0.07667891;4.052283;0.6178415;-0.01510324;4.034345;
0.3537698;0.0386123;4.144623;0.3568126;0.3646802;4.11464;0.3586591;0.6846308;4.072893;0.3617886;0.8261518;4.037198;0.1665534;0.5882297;4.117957;0.07898065;0.3325543;4.155342;0.1077693;0.1064509;4.123393;0.1232006;0.02738999;4.098259;0.5462249;0.5698946;4.071266;0.6188328;0.3089155;4.120927;0.6100959;0.05577173;4.069659;0.5892705;-0.009747511;4.04576;0.2660235;0.03530571;4.11812;0.2770553;-0.3359326;4.222371;0.3280138;-0.6866;4.355195;0.3133956;-0.7689193;4.272464;0.4354981;0.04132722;4.099933;0.4581113;-0.3359747;4.042379;0.4565154;-0.7091585;4.073617;0.4500203;-0.7895995;3.978019;0.3584054;0.6055371;4.085547;0.1582869;-0.07387131;4.120032;0.1669507;0.05560678;4.081084;0.5846781;-0.07680972;4.028764;0.6187768;-0.02282622;4.026687;
0.3561563;0.03556369;4.132762;0.3576859;0.3619244;4.102942;0.3581194;0.6820985;4.061203;0.3620698;0.8224483;4.02438;0.1666776;0.5853471;4.102803;0.07872134;0.3264904;4.143463;0.1065444;0.1056261;4.115663;0.1259243;0.02184677;4.090178;0.5455145;0.5658094;4.055241;0.6200106;0.3097863;4.105144;0.6092201;0.05415619;4.061827;0.5883942;-0.01111545;4.034685;0.2680119;0.03113976;4.10695;0.2787687;-0.3373041;4.217985;0.3276221;-0.6840045;4.355056;0.3121041;-0.7679511;4.271923;0.438229;0.03943634;4.087343;0.4589589;-0.340198;4.038192;0.456012;-0.7052263;4.024792;0.4458097;-0.7878091;3.938286;0.3582146;0.6029544;4.073868;0.1390134;-0.06424598;4.101868;0.1711106;0.02066699;4.061636;0.5865965;-0.07754181;4.025905;0.6181738;-0.02191741;4.008286;
0.3593172;0.01770332;4.081254;0.3625098;0.3455506;4.047578;0.36455;0.6671859;4.002125;0.3657065;0.8091962;3.967445;0.1672979;0.5692826;4.041857;0.08482588;0.2996607;4.089371;0.1196979;0.05902027;4.058188;0.131454;-0.005400258;4.044372;0.5510001;0.5470432;4.000439;0.6244329;0.2890711;4.04601;0.6079503;0.0399305;4.005204;0.5831947;-0.02832586;3.991352;0.2711565;0.01529556;4.056433;0.2781554;-0.3412268;4.193236;0.3279813;-0.6851861;4.354313;0.3119538;-0.770002;4.269283;0.4412237;0.01980288;4.035007;0.4565843;-0.3662479;4.003577;0.4540985;-0.7220264;3.955878;0.45211;-0.8043743;3.843373;0.3642519;0.5876809;4.015705;0.1261228;-0.0681843;4.032286;0.1798341;-0.01190592;4.017083;0.5751795;-0.105581;3.969705;0.6084802;-0.07396564;3.960429;
0.3606994;0.01607163;4.073304;0.3626912;0.3429011;4.040243;0.3635679;0.6634346;3.99509;0.3658273;0.8060066;3.95998;0.1671186;0.5666789;4.038424;0.08516054;0.3032968;4.077853;0.1221138;0.05820348;4.050184;0.1345132;-0.005830192;4.023799;0.5511895;0.5456287;3.994105;0.6247932;0.29022;4.039718;0.6075462;0.04032957;4.001423;0.5854498;-0.02778625;3.977037;0.2725972;0.01358089;4.049209;0.2776624;-0.3452199;4.181522;0.3268675;-0.6867507;4.351228;0.3128027;-0.7722267;4.266024;0.4425022;0.01829404;4.026287;0.4587435;-0.371953;3.995311;0.4496052;-0.7367267;3.954779;0.4508798;-0.808459;3.84272;0.3635645;0.5842192;4.008623;0.1453453;-0.07572875;4.019366;0.1781294;0.01484487;4.006222;0.5863879;-0.09748871;3.967628;0.60758;-0.08142228;3.949625;
0.3632538;0.01329161;4.059046;0.3651706;0.3396138;4.023721;0.3658881;0.6596869;3.976511;0.367727;0.8012244;3.934273;0.1697604;0.562168;4.022186;0.08573274;0.3010094;4.0625;0.1309699;0.05408547;4.031161;0.1377363;-0.01101258;4.008431;0.5524737;0.5429103;3.979368;0.6260402;0.2888498;4.022949;0.6117318;0.04379885;3.983349;0.5864506;-0.03537165;3.953815;0.2757786;0.009411347;4.034729;0.2806015;-0.3486679;4.168451;0.3264172;-0.6864558;4.349739;0.3117978;-0.7721145;4.266554;0.444409;0.01687644;4.012177;0.4579159;-0.3696178;3.975324;0.4507293;-0.7334355;3.952894;0.4507314;-0.8063702;3.84379;0.3659282;0.5805777;3.990537;0.1383753;-0.07711222;3.997334;0.1849628;-0.02034356;3.987286;0.5782549;-0.1076429;3.948457;0.6119691;-0.04891106;3.926313;
0.3616983;0.009552379;4.033925;0.3649965;0.3360709;3.995999;0.3672328;0.6563743;3.946128;0.3701072;0.7990745;3.911931;0.1722155;0.5571699;3.994325;0.0905187;0.2906323;4.039969;0.1313537;0.05319198;4.013593;0.1410624;-0.009973869;3.985898;0.5532125;0.5447614;3.956663;0.6294764;0.2890124;4.002649;0.6142765;0.04251045;3.958973;0.5845243;-0.03458007;3.932867;0.2742253;0.005358124;4.011802;0.2820898;-0.3460809;4.158119;0.3269149;-0.6843797;4.346853;0.3113346;-0.7702574;4.265548;0.4428229;0.01361606;3.98493;0.4582497;-0.368949;3.95604;0.4502204;-0.7305935;3.95169;0.4500759;-0.8055902;3.84526;0.36688;0.5772051;3.960829;0.1443535;-0.0773273;3.976811;0.1849995;-0.0009264564;3.9716;0.5689926;-0.1162428;3.917236;0.6091005;-0.04240775;3.8965;
0.3707452;0.007370918;4.011271;0.3701227;0.3331706;3.977956;0.3691888;0.652953;3.932051;0.3749045;0.7957883;3.8948;0.1735102;0.552418;3.975024;0.09145625;0.2898554;4.021111;0.132254;0.05468046;3.998182;0.1439124;-0.01118336;3.966815;0.5574014;0.5371898;3.936497;0.6337436;0.2895756;3.980686;0.6183046;0.03977596;3.940426;0.5917751;-0.02797231;3.915224;0.2826413;0.002009379;3.987568;0.286833;-0.3448624;4.142218;0.3258645;-0.6822646;4.338832;0.3142199;-0.7618454;4.267243;0.4522661;0.01254848;3.963817;0.4640733;-0.3656015;3.918464;0.4513437;-0.726796;3.947912;0.4501579;-0.8054093;3.845679;0.3695615;0.5738981;3.945825;0.1490155;-0.07677355;3.954214;0.1900867;-0.008823581;3.945177;0.5822456;-0.1064034;3.903452;0.6175382;-0.04047374;3.886063;
0.3744185;0.002184246;3.990773;0.3742767;0.3282873;3.954365;0.3731227;0.6483576;3.906306;0.3783912;0.7939519;3.877586;0.1773643;0.5460995;3.952448;0.09547941;0.2937059;4.000746;0.1352775;0.05251777;3.966596;0.1498096;-0.01247444;3.943557;0.5606099;0.5335292;3.913238;0.6345156;0.280408;3.960405;0.6200565;0.04165192;3.916001;0.5958646;-0.03505785;3.889676;0.2861792;-0.003322592;3.965984;0.2878884;-0.3472871;4.125623;0.325657;-0.6826469;4.337581;0.3125877;-0.7621841;4.267668;0.4559674;0.007646944;3.944525;0.4650951;-0.3629089;3.90369;0.4471276;-0.7205064;3.946453;0.4497219;-0.8056951;3.845888;0.3736195;0.5692334;3.920512;0.1554258;-0.08539225;3.940031;0.1946435;-0.01124272;3.919134;0.5876343;-0.1137754;3.881692;0.6203553;-0.0433244;3.848222;
0.3779742;0.002138019;3.965246;0.37691;0.3284686;3.93206;0.3748394;0.648549;3.886815;0.3851803;0.7926642;3.846243;0.1846833;0.5458538;3.92618;0.1016162;0.2925687;3.976296;0.14007;0.04820101;3.943431;0.1541439;-0.01408384;3.919806;0.5635028;0.5298334;3.887074;0.6393816;0.2759561;3.931601;0.625016;0.04018665;3.892514;0.5977522;-0.04030125;3.868964;0.2888065;-0.002577891;3.943413;0.290829;-0.3555206;4.087137;0.3238788;-0.686672;4.323458;0.3097521;-0.763903;4.26301;0.4604602;0.006712005;3.915833;0.4645486;-0.3619863;3.883573;0.4466858;-0.720217;3.941329;0.4492235;-0.8057571;3.846658;0.3755602;0.5694392;3.90037;0.162603;-0.08541589;3.914315;0.2022628;-0.03266318;3.888;0.5866534;-0.1157942;3.86289;0.6201904;-0.06787333;3.840167;
0.3809448;0.00197295;3.943418;0.3809837;0.3292991;3.910969;0.3798288;0.6502479;3.86669;0.3885352;0.7914925;3.83289;0.1912787;0.5454856;3.903815;0.1048389;0.2905461;3.956155;0.1396216;0.04536517;3.923096;0.1555712;-0.02253131;3.897312;0.567746;0.5290254;3.869446;0.642352;0.2704197;3.914641;0.6280232;0.03639027;3.876202;0.6032074;-0.03914445;3.846951;0.291949;-0.001801943;3.918705;0.2876433;-0.3560715;4.060052;0.3198679;-0.6996548;4.304807;0.3049621;-0.7794856;4.256114;0.4631039;0.005792574;3.896959;0.4673938;-0.3618383;3.868515;0.4464494;-0.7183275;3.94073;0.4431669;-0.7989302;3.854902;0.3803408;0.570936;3.879978;0.1748689;-0.09502912;3.895527;0.1990075;-0.001926684;3.879534;0.5915043;-0.1142849;3.836886;0.6264005;-0.05078069;3.815684;
0.3881348;-0.004295203;3.90767;0.3881937;0.3236044;3.874643;0.3870122;0.645093;3.829811;0.3903051;0.790616;3.804714;0.1961079;0.5392067;3.874324;0.1103303;0.2869176;3.933738;0.1424515;0.0482018;3.895745;0.1568761;-0.02140789;3.873479;0.5725914;0.5254546;3.828765;0.6543864;0.2773073;3.87933;0.633653;0.03855165;3.845209;0.6064761;-0.03978106;3.823053;0.2987657;-0.008478305;3.884089;0.2885053;-0.3694073;4.011897;0.3168392;-0.7027631;4.283533;0.298449;-0.7819971;4.235049;0.4704407;9.625139E-06;3.860321;0.4698515;-0.3626309;3.856847;0.4457088;-0.7177766;3.93763;0.4445472;-0.8000664;3.852716;0.3875374;0.5656511;3.843233;0.186284;-0.1066819;3.885524;0.2011359;-0.01136878;3.852;0.5906066;-0.1243913;3.819284;0.633045;-0.05154244;3.792583;
0.3911497;-0.004887692;3.894676;0.3905976;0.3231406;3.861834;0.3888201;0.6447288;3.817155;0.3956941;0.7885249;3.783757;0.1987143;0.5398607;3.860718;0.1153093;0.2874387;3.912854;0.143048;0.04810094;3.881136;0.1583354;-0.02090389;3.856419;0.5757287;0.5227249;3.812978;0.6590765;0.2809234;3.861925;0.6351728;0.03906224;3.832007;0.6079458;-0.04129016;3.805494;0.3023455;-0.007780345;3.870785;0.27627;-0.3806762;3.969139;0.3123981;-0.6933455;4.252506;0.2966616;-0.7737389;4.227466;0.472871;-0.001866454;3.847436;0.4727516;-0.3650351;3.852792;0.4460274;-0.7183818;3.936897;0.4443617;-0.800159;3.852928;0.3894936;0.5652657;3.830542;0.1948272;-0.1160457;3.845771;0.2049932;-0.01463612;3.831091;0.5851607;-0.1339219;3.815219;0.6268579;-0.06563968;3.768706;
0.3926105;-0.003179333;3.867517;0.3940048;0.323728;3.833817;0.3942033;0.6441222;3.788137;0.398966;0.7898669;3.762521;0.2036745;0.541319;3.837428;0.1206163;0.289573;3.899618;0.1436914;0.05007692;3.860633;0.1593978;-0.02227993;3.83023;0.5801362;0.5242927;3.792757;0.6617883;0.2776403;3.844724;0.6378679;0.03604151;3.813606;0.612459;-0.03677522;3.790019;0.303003;-0.003394565;3.844579;0.2722483;-0.3752679;3.909308;0.3089205;-0.6917798;4.209289;0.2895853;-0.7716775;4.182237;0.47506;-0.002971473;3.81923;0.4775595;-0.367579;3.84498;0.4460583;-0.7175667;3.936258;0.4441584;-0.8002355;3.852834;0.3943817;0.5649672;3.801786;0.1897229;-0.1138205;3.806222;0.2047987;0.001388322;3.808714;0.589772;-0.1223599;3.778548;0.6365902;-0.05154769;3.756934;
0.397827;-0.002694556;3.847338;0.3960584;0.3240296;3.819154;0.3939422;0.6442779;3.778055;0.3998453;0.7906348;3.750116;0.2073207;0.5399237;3.819061;0.1255134;0.2866456;3.879688;0.1435169;0.05114764;3.836288;0.1591816;-0.01940029;3.806083;0.5822243;0.5273557;3.768494;0.6674032;0.2792355;3.819383;0.6443266;0.04181647;3.794881;0.6158425;-0.03656988;3.768241;0.3081651;-0.002164649;3.82263;0.2651417;-0.3498981;3.840971;0.3040326;-0.6771071;4.158784;0.2891442;-0.7246986;4.037344;0.4801213;-0.003140554;3.801024;0.4797477;-0.3691335;3.840419;0.4460482;-0.7168996;3.934928;0.4442345;-0.8004444;3.852564;0.3946231;0.5651557;3.790654;0.1899158;-0.1124273;3.782688;0.2031154;-0.01440549;3.778545;0.5866467;-0.121724;3.758548;0.6447012;-0.05201755;3.743412;
0.4014487;-0.001893685;3.830773;0.4008936;0.3240967;3.796029;0.3992433;0.6433315;3.749055;0.4032628;0.7903821;3.722688;0.2104253;0.5409517;3.799395;0.1297055;0.2847865;3.864825;0.145049;0.05055881;3.815728;0.1594338;-0.01407446;3.782073;0.5836508;0.5294732;3.756653;0.6704308;0.2746976;3.799098;0.6478985;0.03674452;3.771154;0.6210079;-0.03578501;3.751637;0.3111766;-2.626298E-05;3.80614;0.2675178;-0.3557952;3.796581;0.2972725;-0.6959144;4.102208;0.282959;-0.7827148;4.082031;0.4842984;-0.00371937;3.784329;0.4820994;-0.37174;3.833687;0.4469926;-0.7162831;3.93258;0.4439836;-0.8006042;3.852822;0.3998933;0.564486;3.763014;0.1852231;-0.1133667;3.757022;0.2007474;-0.01896361;3.751818;0.6080433;-0.1093832;3.744203;0.6531206;-0.0450139;3.723734;
0.4055187;-0.003828504;3.808426;0.4052915;0.3227413;3.776404;0.4036881;0.642611;3.732454;0.4039865;0.7915682;3.705762;0.2145609;0.5400541;3.777259;0.1311008;0.287138;3.847362;0.1468377;0.04914296;3.793914;0.1576029;-0.01337041;3.76092;0.5884519;0.5273004;3.724897;0.6745074;0.2776617;3.777401;0.6513157;0.03898147;3.755265;0.6256093;-0.03361876;3.734519;0.3151405;-0.0003008081;3.784933;0.2699665;-0.3479061;3.754458;0.3055581;-0.693846;4.049815;0.2860742;-0.7737713;4.015625;0.4883503;-0.007374655;3.760872;0.4861181;-0.3751024;3.822698;0.446273;-0.7155018;3.931552;0.4444624;-0.8016328;3.852315;0.4043385;0.5636091;3.745679;0.1813714;-0.1011868;3.748024;0.1997902;0.00359689;3.7364;0.610963;-0.1036376;3.720867;0.656546;-0.04773813;3.706737;
