-0.3434448;0.5010529;3.85122;-0.3374071;0.7881923;3.799964;-0.3306401;1.066864;3.736238;-0.2933214;1.191654;3.713422;-0.5044295;0.9453692;3.680786;-0.6472261;0.6942076;3.731806;-0.611401;0.4527319;3.748323;-0.6281532;0.4653745;3.753138;-0.1458374;0.9614257;3.79359;-0.039016;0.6688591;3.860436;-0.05486444;0.4240912;3.854634;-0.04190011;0.4085085;3.856903;-0.4237117;0.4945496;3.788201;-0.486078;0.1480021;3.971405;-0.500339;-0.1323169;4.143285;-0.4671791;-0.211054;4.024504;-0.2563625;0.4975433;3.837778;-0.2941491;0.1576641;3.98207;-0.3688577;-0.1468011;4.158358;-0.4306278;-0.2213463;4.115362;-0.3325119;0.9984227;3.754534;-0.6422589;0.3976162;3.771627;-0.5776193;0.4923314;3.755778;-0.05100513;0.3383614;3.836987;-0.003291698;0.3934874;3.859429;
-0.3399249;0.4949929;3.842428;-0.3314766;0.7836133;3.791517;-0.3218609;1.063948;3.728127;-0.2740926;1.188296;3.706867;-0.4896783;0.9409645;3.670166;-0.6406465;0.6923376;3.722258;-0.6078764;0.4489176;3.71906;-0.622566;0.4648357;3.728307;-0.12777;0.9538038;3.794282;-0.03822285;0.6685823;3.859653;-0.0540702;0.4238217;3.854128;-0.04386729;0.3969214;3.858266;-0.4197006;0.4889083;3.776062;-0.4872622;0.1408138;3.955027;-0.5007597;-0.133764;4.137789;-0.5104125;-0.2313586;4.108572;-0.2533638;0.4913836;3.832015;-0.292557;0.1559319;3.97503;-0.3695483;-0.1481584;4.155301;-0.4396392;-0.2143168;4.109033;-0.324496;0.995078;3.746318;-0.6308029;0.3963711;3.743173;-0.5812554;0.4747382;3.745714;-0.04600097;0.3238757;3.850659;0.001195695;0.3619255;3.838;
-0.3375978;0.4928404;3.836641;-0.32691;0.7815353;3.786959;-0.3144793;1.061931;3.724762;-0.2680867;1.18654;3.705186;-0.4835561;0.9381851;3.664966;-0.6361024;0.6911589;3.71589;-0.6076242;0.4470939;3.707153;-0.6261274;0.4165888;3.732142;-0.1237238;0.9527244;3.792659;-0.02946286;0.6444207;3.860736;-0.04420167;0.3997075;3.856709;-0.02984394;0.3554359;3.852317;-0.4166414;0.487125;3.766943;-0.4885344;0.1393306;3.9427;-0.5020441;-0.1356393;4.130541;-0.4650126;-0.214196;4.013056;-0.2517462;0.4891645;3.829067;-0.2923702;0.1553804;3.972441;-0.3713008;-0.1494363;4.153172;-0.441494;-0.2156428;4.108427;-0.3178838;0.9930496;3.742621;-0.6285561;0.3901494;3.741776;-0.6045374;0.4183267;3.714;0.006405822;0.2594883;3.827511;-0.009121456;0.3158572;3.78575;
-0.334257;0.4907026;3.830221;-0.322017;0.7792161;3.781487;-0.3084165;1.059624;3.720549;-0.2619549;1.185011;3.70226;-0.4801168;0.9374404;3.662151;-0.6290562;0.6960522;3.705953;-0.6093694;0.451214;3.699987;-0.6241615;0.4160104;3.722372;-0.1197243;0.9518262;3.790948;-0.02799717;0.6431;3.860027;-0.04868146;0.3987324;3.852424;-0.03663838;0.3915035;3.851831;-0.412628;0.4859957;3.760801;-0.4869955;0.1381464;3.922277;-0.504395;-0.135633;4.119649;-0.4670958;-0.2141809;4.002253;-0.2492784;0.4859834;3.823071;-0.2921667;0.1542258;3.969959;-0.3725734;-0.1498394;4.150703;-0.4258275;-0.2310497;4.115901;-0.3120548;0.9907291;3.738071;-0.6275608;0.3895445;3.735976;-0.5971306;0.4174614;3.726571;-0.01947503;0.3037224;3.794998;-0.009130239;0.330331;3.784667;
-0.3341783;0.4889855;3.826746;-0.3197815;0.7775853;3.778028;-0.3033302;1.057983;3.716787;-0.2561293;1.182966;3.696668;-0.4765382;0.9370571;3.658889;-0.6228172;0.6974229;3.699401;-0.6122768;0.4520663;3.687018;-0.6191263;0.4150841;3.70985;-0.1157533;0.9489325;3.786681;-0.01358787;0.7192637;3.859079;-0.0420934;0.402745;3.847803;-0.03759527;0.364887;3.852781;-0.4126055;0.4851907;3.758851;-0.4832517;0.1355772;3.897519;-0.5100228;-0.1422933;4.10235;-0.4730052;-0.220802;3.984818;-0.2491182;0.4830239;3.817984;-0.2910042;0.1531658;3.968199;-0.3758363;-0.1507619;4.146929;-0.4384731;-0.2246402;4.106409;-0.3077625;0.9890901;3.734393;-0.6086643;0.3802561;3.743792;-0.5914657;0.4218591;3.693556;-0.02797084;0.2916339;3.826002;-0.01225279;0.3226224;3.777969;
-0.3266275;0.4712568;3.777858;-0.3024833;0.7557838;3.722593;-0.2777332;1.032503;3.655456;-0.2286798;1.157821;3.63973;-0.4553033;0.9190336;3.608719;-0.6160423;0.6665735;3.661704;-0.5892446;0.4224285;3.651424;-0.6014283;0.4428336;3.668792;-0.08181765;0.9255738;3.74788;-0.001882242;0.704094;3.832119;-0.04145548;0.3930905;3.833556;-0.03017485;0.357642;3.825714;-0.4039485;0.4713666;3.707872;-0.4596376;0.09691229;3.778033;-0.5005849;-0.1995192;3.921865;-0.4619748;-0.2774352;3.804986;-0.2427671;0.4616762;3.771898;-0.2846681;0.1490919;3.956691;-0.3678582;-0.1511121;4.139525;-0.3978109;-0.2442;4.103575;-0.2840566;0.9645205;3.674514;-0.6113042;0.3784079;3.686583;-0.5597151;0.4545683;3.674834;-0.01439849;0.2793319;3.814255;0.008968947;0.3232443;3.7815;
-0.325552;0.4695901;3.769547;-0.3007677;0.753585;3.717526;-0.2754977;1.029831;3.652528;-0.229174;1.15577;3.635037;-0.4565998;0.9175519;3.605507;-0.6130638;0.6758034;3.653703;-0.5914535;0.4313047;3.649362;-0.6022663;0.4418617;3.661799;-0.08748292;0.9258922;3.733969;-0.001945309;0.7024828;3.824045;-0.04030336;0.3934808;3.822237;-0.02523232;0.3539442;3.802928;-0.4029475;0.470119;3.701531;-0.4580243;0.09717762;3.772913;-0.4876765;-0.2094502;3.875345;-0.4610671;-0.3047031;3.828844;-0.2416405;0.4595429;3.761344;-0.279712;0.1504074;3.938035;-0.3556109;-0.1497817;4.141133;-0.4032541;-0.2244813;4.0631;-0.2819594;0.9619822;3.671136;-0.610214;0.3717416;3.679985;-0.5573291;0.4561471;3.666098;0.01136503;0.269467;3.749007;0.01753128;0.321943;3.7664;
-0.325526;0.4652268;3.762964;-0.30073;0.7496179;3.708697;-0.2753971;1.02647;3.641951;-0.2296808;1.150378;3.623706;-0.457439;0.9127817;3.594736;-0.61187;0.6737232;3.648249;-0.5981098;0.4288608;3.647585;-0.6057321;0.4092995;3.665393;-0.0835847;0.9110637;3.71702;-0.0006877852;0.6986172;3.810481;-0.03902848;0.392255;3.81047;-0.02292061;0.3521542;3.796817;-0.403634;0.4672358;3.698072;-0.4526493;0.1029667;3.755612;-0.4570718;-0.2464095;3.824216;-0.4449664;-0.3351039;3.746201;-0.2404189;0.4535039;3.750713;-0.2791999;0.1469884;3.933581;-0.3518052;-0.1498905;4.139346;-0.3856846;-0.1961764;3.98075;-0.2818703;0.9584447;3.660945;-0.6043189;0.3573591;3.716799;-0.5619345;0.4114285;3.673231;0.01133648;0.2718902;3.747506;0.003178007;0.2956234;3.7188;
-0.3212083;0.4561229;3.745378;-0.2980667;0.7389504;3.689561;-0.2744801;1.013995;3.621654;-0.2280544;1.138063;3.606122;-0.456454;0.9070967;3.581098;-0.6176547;0.6640143;3.638311;-0.6062227;0.4188591;3.625509;-0.6208428;0.3871109;3.653628;-0.08768837;0.9100769;3.698945;4.86985E-05;0.6943175;3.787745;-0.04234548;0.3913065;3.796518;-0.02987747;0.3539854;3.780924;-0.4003186;0.4578451;3.683236;-0.4496632;0.09195694;3.742342;-0.4519678;-0.2709835;3.759741;-0.4157779;-0.352522;3.67872;-0.2355214;0.4454242;3.731559;-0.2771702;0.1393093;3.926913;-0.3473871;-0.149661;4.136688;-0.3512122;-0.2589501;4.021498;-0.2805031;0.9464372;3.640922;-0.6274;0.3533038;3.675281;-0.5932281;0.3893436;3.639167;-0.005660745;0.2862305;3.746335;-0.00222602;0.3071676;3.712;
-0.3129964;0.415682;3.663107;-0.2975818;0.6965188;3.603779;-0.2813794;0.9695545;3.532516;-0.2500248;1.093677;3.50804;-0.4686832;0.8570207;3.49355;-0.6225648;0.6126984;3.563715;-0.6177577;0.3691877;3.580809;-0.625995;0.3855905;3.583719;-0.08701447;0.8587412;3.59759;0.004419708;0.6037005;3.691253;-0.03335869;0.3615405;3.685006;-0.01920808;0.3359521;3.695061;-0.3968527;0.4144967;3.604988;-0.4308903;0.05435628;3.655019;-0.4350651;-0.2745053;3.66599;-0.4223725;-0.3606738;3.58368;-0.2226564;0.4082371;3.645167;-0.251524;0.1216812;3.872035;-0.3384232;-0.1459182;4.102123;-0.3112343;-0.2247191;3.981915;-0.2855912;0.9024885;3.552612;-0.635824;0.3212788;3.596275;-0.5851336;0.3954874;3.599231;0.02106063;0.2802644;3.668335;-0.00214657;0.3405994;3.6385;
-0.3096134;0.4129041;3.653875;-0.2982598;0.6927798;3.593516;-0.2869554;0.9641923;3.519722;-0.2549246;1.087312;3.496006;-0.4711649;0.8538383;3.485108;-0.6239974;0.6104826;3.555687;-0.6374549;0.3665452;3.564414;-0.6270661;0.3460964;3.592195;-0.08987627;0.8559006;3.584136;0.01224779;0.5950704;3.676229;-0.0324334;0.3541124;3.671769;-0.003924605;0.3111983;3.673921;-0.393535;0.4114217;3.598588;-0.4316201;0.05281698;3.648628;-0.4370987;-0.2783448;3.664197;-0.4213018;-0.3643678;3.582324;-0.2192991;0.4059323;3.632353;-0.2496926;0.1208289;3.858991;-0.3361145;-0.1416914;4.091627;-0.3102264;-0.2205722;3.971072;-0.2897899;0.8976015;3.54058;-0.6328896;0.2929361;3.607288;-0.5833949;0.3601261;3.619667;0.03418873;0.2640531;3.651173;0.04377729;0.2665555;3.617333;
-0.3214644;0.4039122;3.627078;-0.308385;0.681957;3.561913;-0.2939685;0.9523646;3.485392;-0.2610573;1.074623;3.461937;-0.4768234;0.841751;3.450208;-0.627173;0.5972654;3.528437;-0.6624816;0.3552625;3.50157;-0.6586455;0.3200767;3.552913;-0.0944856;0.8466585;3.545526;0.005397508;0.5873728;3.651515;-0.0361165;0.3458706;3.629642;-0.003982847;0.3111852;3.64145;-0.4046731;0.4032764;3.57143;-0.4289944;0.05563061;3.618689;-0.4373827;-0.2805038;3.662279;-0.4205168;-0.3680517;3.583941;-0.2313596;0.3962506;3.606886;-0.2497144;0.1149481;3.820546;-0.3136603;-0.09452435;4.014142;-0.2889032;-0.1739413;3.893428;-0.2977691;0.8859325;3.506722;-0.65048;0.2763232;3.582777;-0.6252411;0.321519;3.527584;0.04031927;0.262253;3.603338;0.04497378;0.2623291;3.582;
-0.2998504;0.3842891;3.583665;-0.3011556;0.6684564;3.52869;-0.297635;0.9432477;3.459363;-0.2663929;1.063984;3.432609;-0.4795902;0.83147;3.424091;-0.632509;0.5877897;3.504431;-0.6591389;0.3441399;3.497113;-0.6475173;0.3521326;3.514101;-0.09439366;0.833926;3.51995;0.0009114372;0.5737401;3.613364;-0.03814095;0.3317067;3.608763;-0.004975156;0.3006058;3.618474;-0.3848521;0.3817819;3.530299;-0.4261479;0.04352636;3.596128;-0.4370477;-0.2873165;3.657411;-0.418164;-0.3761725;3.582978;-0.2084894;0.3786334;3.560906;-0.2423949;0.1177624;3.790183;-0.3296944;-0.1457506;4.052925;-0.3049007;-0.2244895;3.932014;-0.2989783;0.8759488;3.479393;-0.662334;0.2707731;3.542515;-0.6296563;0.3027011;3.4945;0.04021436;0.2484132;3.592009;0.005964368;0.2885152;3.564667;
-0.3014826;0.3802852;3.560498;-0.3035222;0.6606756;3.498556;-0.3038203;0.9326831;3.425175;-0.2731205;1.052465;3.395586;-0.4860789;0.8197855;3.395498;-0.6325983;0.5722075;3.471822;-0.6658919;0.3295184;3.466624;-0.6549202;0.338394;3.482544;-0.1034937;0.8276404;3.473852;0.0003483233;0.5653607;3.584383;-0.04345161;0.3244342;3.586117;-0.00397239;0.295951;3.598519;-0.3868196;0.3763343;3.505802;-0.4249348;0.03524218;3.567763;-0.4404633;-0.2915073;3.649035;-0.4129681;-0.3811274;3.581559;-0.2097349;0.3760133;3.53898;-0.2360384;0.1174364;3.749034;-0.341078;-0.133326;3.990416;-0.3205479;-0.2122259;3.868549;-0.3039984;0.8658576;3.44559;-0.6649024;0.2584242;3.505511;-0.591419;0.3767514;3.496714;0.04054032;0.2405725;3.621011;-0.001597961;0.2887547;3.556857;
-0.2950418;0.3615294;3.462729;-0.303697;0.6402223;3.402001;-0.3110068;0.9108943;3.329339;-0.2814371;1.033747;3.298893;-0.4981498;0.7962455;3.298164;-0.6426616;0.5582567;3.372246;-0.6703496;0.3151485;3.376061;-0.6795263;0.2748667;3.409576;-0.1057098;0.8134197;3.382714;-0.002937955;0.5497755;3.488163;-0.01133508;0.305475;3.497365;-0.001751341;0.2972554;3.509088;-0.3791212;0.3555104;3.407184;-0.4303953;0.01185568;3.506558;-0.4425668;-0.3049481;3.617953;-0.4072844;-0.396807;3.573175;-0.2044891;0.3595988;3.442133;-0.228096;0.07122586;3.639635;-0.3070124;-0.1757862;3.939939;-0.2853964;-0.2542408;3.818327;-0.3094207;0.8444454;3.349778;-0.6911664;0.2397601;3.432068;-0.6411864;0.2873594;3.401715;0.05858416;0.2339256;3.52101;-0.004295595;0.311228;3.453286;
-0.2927207;0.3572508;3.449489;-0.3022436;0.6365166;3.385734;-0.3105676;0.9078438;3.309552;-0.2829253;1.028545;3.279824;-0.4988673;0.7936738;3.275934;-0.6441371;0.552604;3.346877;-0.677259;0.3104739;3.354635;-0.6834036;0.2699408;3.37037;-0.1060549;0.8093079;3.365083;-0.001409962;0.5463951;3.476631;-0.003231047;0.3017687;3.484263;0.004774332;0.2871195;3.487811;-0.3769079;0.3508104;3.392582;-0.4300259;0.008820647;3.499792;-0.4407874;-0.3083244;3.618261;-0.4147491;-0.4008711;3.561124;-0.2021049;0.3557799;3.430173;-0.215087;0.06232313;3.589375;-0.2892338;-0.1703956;3.901366;-0.2665723;-0.2489197;3.780051;-0.3087138;0.8412247;3.330917;-0.6936362;0.2246248;3.391229;-0.6537715;0.2654108;3.344083;0.06736119;0.2313104;3.481676;0.03397873;0.2552661;3.45375;
